tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2022-06-02,21060,VENADO TUERTO Nº 3,Santa Fe,Protocolo 21,2022,82,PICK-UP CABINA DOBLE,024,CHEVROLET,682,S10 CD 2.8 TD 4X4 HC AT,1,Privado,Jurídica,VENADO TUERTO,SANTA FE,No aplica,2006,No aplica,100,82,
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2014-03-12,21060,VENADO TUERTO Nº 3,Santa Fe,Nacional,2014,93,CHASIS CON CABINA DORMITORIO,29,MERCEDES BENZ,EM,BMO 695 VERSION ATRON 1624 51,1,Privado,Jurídica,VENADO TUERTO,SANTA FE,No aplica,1997,No aplica,100,82,
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2023-03-03,21060,VENADO TUERTO Nº 3,Santa Fe,Protocolo 21,2023,02,SEDAN 4 PUERTAS,130,TOYOTA,908,ETIOS X 1.5 6M/T,1,Privado,Física,VENADO TUERTO,SANTA FE,Masculino,1963,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2016-03-09,21068,ROSARIO Nº 17,Santa Fe,Nacional,2016,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XY,SURAN 1.6 16V 5D I-MOTION 919,1,Privado,Física,FUNES,SANTA FE,No identificado,1977,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2016-03-09,21068,ROSARIO Nº 17,Santa Fe,Nacional,2016,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XY,SURAN 1.6 16V 5D I-MOTION 919,1,Privado,Física,FUNES,SANTA FE,No identificado,1977,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2015-09-08,21070,ROSARIO Nº 18,Santa Fe,Nacional,2015,22,FURGON,29,MERCEDES BENZ,EU,SPRINTER 411 CDI/F 3250 STREET V2,1,Privado,Jurídica,ROSARIO,SANTA FE,No aplica,2004,No aplica,100,82,
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2013-01-28,21070,ROSARIO Nº 18,Santa Fe,Nacional,2013,41,FURGON FAMILIAR VIDRIADO P/T,34,PEUGEOT,LJ,PARTNER CONFORT HDI 1.6,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1968,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-11,1981-04-22,22007,SANTIAGO DEL ESTERO Nº 2,Santiago del Estero,Nacional,1981,26,CHASIS C/CABINA,19,FORD,11,F-100,1,Privado,Física,SANTIAGO DEL ESTERO,SGO.DEL ESTERO,No identificado,1979,ARGENTINA,100,86,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2011-07-22,23007,TUCUMAN Nº 6,Tucumán,Protocolo 21,2011,02,SEDAN 4 PTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,BºSAN ROQUE-CAPITAL,TUCUMAN,Femenino,1983,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2009-10-09,23008,TUCUMAN Nº 7,Tucumán,Protocolo 21,2009,,MICROOMNIBUS,080,AGRALE,160,MA 15.0,2,Público,Jurídica,CAPITAL,TUCUMAN,No aplica,2007,No aplica,100,90,
MEDIDAS JUDICIALES - ANOTACION,2025-04-11,2017-08-17,23013,TUCUMAN Nº 10,Tucumán,Protocolo 21,2017,82,PICK-UP CABINA DOBLE,112,RENAULT,A25,DUSTER OROCH PRIVILEGE 2.0,1,Privado,Física,TAFI VIEJO,TUCUMAN,Masculino,1998,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2008-09-04,1154,LA MATANZA Nº 06,Buenos Aires,Protocolo 21,2008,22,SEDAN 3 PTAS,136,VOLKSWAGEN,283,GOL 1.9 SD,1,Privado,Física,SAN JUSTO - LA MATANZA,BUENOS AIRES,No identificado,1964,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2015-06-05,1164,MAR DEL PLATA Nº 06,Buenos Aires,Importado,2015,04,RURAL 5 PUERTAS,024,CHEVROLET,630,CHEVROLET TRACKER FWD LTZ,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2007-07-25,1180,CAMPANA Nº 2,Buenos Aires,Nacional,2007,31,SEMIRREMOLQUE,EZ,FUR-TAN,20,S3C1C-POP-33/2007,1,Privado,Jurídica,CAMPANA,BUENOS AIRES,No aplica,1996,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2012-01-26,1180,CAMPANA Nº 2,Buenos Aires,Importado,2012,02,SEDAN 4 PTAS,024,CHEVROLET,573,AVEO G3 LT 1.6N M/T,1,Privado,Física,CAMPANA,BUENOS AIRES,Femenino,1949,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2011-01-07,1180,CAMPANA Nº 2,Buenos Aires,Protocolo 21,2011,02,SEDAN 4 PTAS,024,CHEVROLET,535,CLASSIC 1.4 N LT,1,Privado,Física,CAMPANA,BUENOS AIRES,Femenino,1954,CHILE,100,06,208
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2018-07-31,1009,BAHIA BLANCA Nº 2,Buenos Aires,Nacional,2018,22,FURGON,37,RENAULT,3K,KANGOO II EXPRESS EMOTION 5A 1.6 SCE,1,Privado,Jurídica,BAHIA BLANCA,BUENOS AIRES,No aplica,1998,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2004-09-06,1013,BRAGADO,Buenos Aires,Nacional,2004,26,CHASIS C/CABINA,67,IVECO,20,170E22,1,Privado,Jurídica,BRAGADO,BUENOS AIRES,No aplica,2003,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2008-06-05,1013,BRAGADO,Buenos Aires,Nacional,2008,31,SEMIRREMOLQUE,BD,TORRESI,43,S.B.V.3,1,Privado,Jurídica,BRAGADO,BUENOS AIRES,No aplica,1993,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2006-10-04,1013,BRAGADO,Buenos Aires,Protocolo 21,2006,11,PICK UP,024,CHEVROLET,415,S10 2.8TDI DLX 4X2 ELECTRONIC CD,1,Privado,Física,BRAGADO,BUENOS AIRES,Masculino,1953,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2011-07-28,1040,HENDERSON,Buenos Aires,Nacional,2011,22,FURGON,37,RENAULT,VW,KANGOO CONFORT 1.6CD AA DA SVT1PL(600KG),1,Privado,Física,HENDERSON,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2020-12-28,1042,JUNIN Nº 1,Buenos Aires,Nacional,2020,20,PICK-UP,19,FORD,ZA,NUEVA RANGER DC 4X4 LTD AT 3.2L D,1,Privado,Jurídica,JUNIN,BUENOS AIRES,No aplica,2019,No aplica,100,06,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2020-12-28,1042,JUNIN Nº 1,Buenos Aires,Nacional,2020,20,PICK-UP,19,FORD,ZA,NUEVA RANGER DC 4X4 LTD AT 3.2L D,1,Privado,Jurídica,JUNIN,BUENOS AIRES,No aplica,2019,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2015-11-11,1047,LANUS Nº 1,Buenos Aires,Protocolo 21,2015,82,PICK-UP CABINA DOBLE,136,VOLKSWAGEN,508,SAVEIRO 1.6L GP,1,Privado,Jurídica,LANUS,BUENOS AIRES,No aplica,1993,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,1997-05-14,1068,OLAVARRIA Nº 1,Buenos Aires,Importado,1997,05,SEDAN 5 PTAS,136,VOLKSWAGEN,149,GOLF GTD,1,Privado,Física,VILLA ALFREDO FORTABAT,BUENOS AIRES,Masculino,1956,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2014-12-18,1070,PEHUAJO,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,PEHUAJO,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2011-08-16,1105,CAMPANA Nº 1,Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PTAS,044,FIAT,725,UNO 1.4 8V,1,Privado,Física,CAMPANA,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2014-02-26,1118,QUILMES Nº 2,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,104,PEUGEOT,709,208 ALLURE 1.5 N TOUCHSCREEN,1,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2022-05-19,1127,LA PLATA Nº 05,Buenos Aires,Nacional,2022,22,FURGON,29,MERCEDES BENZ,GY,SPRINTER 416 CDI FURGON 4325,1,Privado,Física,SAN CARLOS,BUENOS AIRES,Masculino,1944,ITALIA,100,06,417
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2017-07-12,1134,LANUS Nº 3,Buenos Aires,Protocolo 21,2017,82,PICK-UP CABINA DOBLE,024,CHEVROLET,579,S10 2.8TD 4X2 LS,1,Privado,Física,LANÚS ESTE,BUENOS AIRES,Masculino,1968,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,1997-03-24,1145,QUILMES Nº 4,Buenos Aires,Importado,1997,05,SEDAN 5 PUERTAS,104,PEUGEOT,161,306 XRD,1,Privado,Física,DON BOSCO,BUENOS AIRES,Masculino,1965,ARGENTINA,50,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2011-03-18,1199,LANUS Nº 6,Buenos Aires,Protocolo 21,2011,04,RURAL 5 PTAS,027,CITROEN,243,C3 AIRCROSS 1.6I 16V SX,1,Privado,Física,LANÚS ESTE,BUENOS AIRES,Masculino,1974,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2018-10-18,1215,SAN ISIDRO Nº 08,Buenos Aires,Nacional,2018,17,SEDAN 5 PUERTAS,19,FORD,XF,FOCUS 5P 2.0L N AT SE PLUS,1,Privado,Física,SAN ISIDRO,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2014-10-09,1222,BAHIA BLANCA Nº 6,Buenos Aires,Nacional,2014,20,PICK-UP,19,FORD,YG,RANGER2 DC 4X4 LTD AT 3.2L DSL,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2019-10-31,1224,MERLO Nº 3,Buenos Aires,Importado,2019,10,TODO TERRENO,151,JEEP,081,WRANGLER UNLIMITED 3.6L,1,Privado,Física,PADUA,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2015-10-06,1232,HURLINGHAM Nº 2 (EX. MORON Nº 10 RESOL. MJS Y DHNº 1487/09),Buenos Aires,Importado,2014,26,DESCAPOTABLE,018,BMW,445,Z4 35I,1,Privado,Física,HURLINGHAM,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2006-01-13,1234,ADROGUE Nº 4,Buenos Aires,Protocolo 21,2006,05,SEDAN 5 PTAS,024,CHEVROLET,368,MERIVA GLS 1.8 DOHC,1,Privado,Física,CLAYPOLE - ALTE. BROWN,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2020-07-29,1234,ADROGUE Nº 4,Buenos Aires,Protocolo 21,2020,05,SEDAN 5 PUERTAS,104,PEUGEOT,882,2008 ALLURE 1.6 AM20,1,Privado,Física,CLAYPOLE,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2014-09-26,1251,LANUS Nº 8,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,047,FORD,A41,FIESTA 1.6L S,1,Privado,Física,V. INDUSTRIALES,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2017-06-13,1257,MORENO Nº 3,Buenos Aires,Nacional,2017,22,FURGON,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2025-01-21,1278,ZARATE Nº 3,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UH,208 GT T200 AM25,1,Privado,Física,ZÁRATE,BUENOS AIRES,Masculino,1977,ARGENTINA,50,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2022-10-17,1284,LINCOLN Nº 2,Buenos Aires,Nacional,2022,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,ROBERTS,BUENOS AIRES,No identificado,1974,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2015-03-02,1288,MORENO Nº 5,Buenos Aires,Protocolo 21,2015,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,MORENO,BUENOS AIRES,Femenino,1960,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2007-01-26,1294,LA PLATA Nº 16,Buenos Aires,Nacional,2007,17,SEDAN 5 PTAS,34,PEUGEOT,FR,206 PREMIUM HDI 5P,1,Privado,Física,CITY BELL,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2011-02-16,12006,LA RIOJA Nº 4,La Rioja,Nacional,2011,20,PICK-UP,68,TOYOTA,37,HILUX 4X4 CABINA DOBLE DX PACK 2.5 TD,1,Privado,Física,LA RIOJA,LA RIOJA,Masculino,1968,ARGENTINA,100,46,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,1985-02-12,15015,NEUQUEN Nº 6,Neuquén,Nacional,1985,23,PICK UP,19,FORD,17,F-250 D,1,Privado,Jurídica,NEUQUEN,NEUQUEN,No aplica,2021,No aplica,100,58,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2015-04-27,15015,NEUQUEN Nº 6,Neuquén,Nacional,2015,22,FURGON,37,RENAULT,ZF,KANGOO PH3 CONFORT 1.6 5ASIENTOS 2P,1,Privado,Jurídica,NEUQUEN,NEUQUEN,No aplica,2021,No aplica,100,58,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2022-10-03,15015,NEUQUEN Nº 6,Neuquén,Importado,2022,82,PICK-UP CABINA DOBLE,Q48,DFSK,003,C32,1,Privado,Jurídica,NEUQUEN,NEUQUEN,No aplica,2021,No aplica,100,58,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2022-03-28,13005,TUNUYAN,Mendoza,Protocolo 21,2022,05,SEDAN 5 PUERTAS,027,CITROEN,601,C4 CACTUS VTI 115 FEEL AM22,1,Privado,Física,TUNUYAN,MENDOZA,Femenino,1982,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2014-12-18,13005,TUNUYAN,Mendoza,Nacional,2014,20,PICK-UP,68,TOYOTA,76,HILUX 4X4 C/S DX PACK 2.5 TDI - I3,1,Privado,Física,EUGENIO BUSTOS,MENDOZA,No identificado,1952,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2014-02-24,13005,TUNUYAN,Mendoza,Nacional,2014,29,TRACTOR DE CARRETERA,67,IVECO,83,490S41T,1,Privado,Física,TUNUYAN,MENDOZA,Masculino,1980,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2005-10-03,13008,SAN RAFAEL Nº 2,Mendoza,Nacional,2005,12,SEDAN 4 PTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,SAN RAFAEL,MENDOZA,Masculino,1962,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2002-07-26,13012,MENDOZA Nº 06,Mendoza,Importado,2002,,PICK UP,,NISSAN,,CABINA SIMPLE 2.5 DIESEL,1,Privado,Física,LOS CORRALITOS,MENDOZA,Masculino,1987,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2012-09-10,13020,MENDOZA Nº 12,Mendoza,Protocolo 21,2012,05,SEDAN 5 PTAS,024,CHEVROLET,388,MERIVA GLS 1.8 SOHC,1,Privado,Física,CIUDAD,MENDOZA,Femenino,1959,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2017-05-15,1308,MERLO Nº 4,Buenos Aires,Protocolo 21,2017,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,MERLO,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2022-10-31,13022,GENERAL SAN MARTIN Nº 3,Mendoza,Nacional,2022,20,PICK-UP,19,FORD,ZA,NUEVA RANGER DC 4X4 LTD AT 3.2L D,1,Privado,Física,DISTRITO DE ALGARROBO GRANDE,MENDOZA,No identificado,1977,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2017-03-31,13028,MENDOZA Nº 16,Mendoza,Nacional,2017,90,MINIBUS (O MICROOMNIBUS),29,MERCEDES BENZ,DJ,SPRINTER 415 CDI-C 3665 TE,2,Público,Jurídica,SAN JOSE,MENDOZA,No aplica,1997,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2013-09-23,1311,LA MATANZA Nº 14,Buenos Aires,Nacional,2013,22,FURGON,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2018-07-11,1311,LA MATANZA Nº 14,Buenos Aires,Protocolo 21,2018,02,SEDAN 4 PUERTAS,024,CHEVROLET,705,PRISMA JOY 4P 1.4 N LS MT,1,Privado,Física,RAFAEL CASTILLO,BUENOS AIRES,Masculino,1994,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2007-11-06,13030,MENDOZA Nº 18,Mendoza,Nacional,2007,12,SEDAN 4 PTAS,07,CITROEN,48,C4 2.0I SX,1,Privado,Física,LAS HERAS,MENDOZA,Masculino,1954,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,1985-04-02,13031,MAIPU Nº 1- MENDOZA,Mendoza,Nacional,1985,,ACOPLADO RANQUE,12,INDECAR,43,1985,1,Privado,Física,MAIPU,MENDOZA,No identificado,1968,No identificado,100,50,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2023-01-12,13031,MAIPU Nº 1- MENDOZA,Mendoza,Nacional,2023,20,PICK-UP,19,FORD,ZA,NUEVA RANGER DC 4X4 LTD AT 3.2L D,1,Privado,Física,MAIPU,MENDOZA,Masculino,1967,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2016-08-24,13031,MAIPU Nº 1- MENDOZA,Mendoza,Nacional,2016,20,PICK-UP,68,TOYOTA,AB,HILUX 4X2 D/C SRV 2.8 TDI 6 M/T,1,Privado,Física,COQUIMBITO,MENDOZA,Masculino,1968,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2004-08-02,13031,MAIPU Nº 1- MENDOZA,Mendoza,Importado,2004,17,CHASIS C/CABINA,01,VOLKSWAGEN,,17310,1,Privado,Física,MAIPU,MENDOZA,No identificado,1968,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2016-08-01,13033,MAIPÚ Nº 3,Mendoza,Nacional,2016,20,PICK-UP,68,TOYOTA,AA,HILUX 4X2 D/C SRV PACK 2.8 TDI 6 M/T,1,Privado,Física,RODEO DEL MEDIO,MENDOZA,No identificado,1993,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2018-09-13,1315,OLAVARRIA Nº 3,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,638,POLO TRENDLINE 1.6 MSI 110CV,1,Privado,Física,OLAVARRÍA,BUENOS AIRES,Femenino,1993,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2018-01-03,2008,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Buenos Aires,Protocolo 21,2018,02,SEDAN 4 PUERTAS,024,CHEVROLET,614,PRISMA 1.4 N LT,2,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1948,ARGENTINA,100,02,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2020-09-18,2021,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Buenos Aires,Protocolo 21,2020,04,RURAL 5 PUERTAS,151,JEEP,102,RENEGADE LONGITUDE 1.8L AT6 AUTOMATICO,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1931,No aplica,100,02,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2015-01-08,2021,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Buenos Aires,Protocolo 21,2015,81,PICK-UP CABINA Y MEDIA,136,VOLKSWAGEN,508,SAVEIRO 1.6L GP,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2007,No aplica,100,02,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2014-12-19,2029,CAPITAL FEDERAL Nº 029,Ciudad Autónoma de Buenos Aires,Protocolo 21,2014,92,TRACTOR C/CABINA DORMITORIO,136,VOLKSWAGEN,384,19.320 E,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2015,No aplica,100,02,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2018-07-03,2069,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Buenos Aires,Importado,2018,02,SEDAN 4 PUERTAS,104,PEUGEOT,796,301 ALLURE 1.6,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2008,No aplica,100,02,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2006-10-03,16012,GENERAL ROCA Nº 2,Río Negro,Nacional,2006,17,SEDAN 5 PTAS,34,PEUGEOT,FC,307 XR 1.6 5P 110CV,1,Privado,Física,GRAL.ROCA,RIO NEGRO,Masculino,1949,ARGENTINA,100,62,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-14,2015-07-10,16012,GENERAL ROCA Nº 2,Río Negro,Protocolo 21,2015,02,SEDAN 4 PUERTAS,130,TOYOTA,869,COROLLA XLI 1.8 6M/T,1,Privado,Física,CERVANTES,RIO NEGRO,Masculino,1955,ARGENTINA,100,62,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2010-03-10,2099,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Buenos Aires,Protocolo 21,2010,02,SEDAN 4 PTAS,112,RENAULT,652,LOGAN 1.6 8V BASE,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1950,ARGENTINA,100,02,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2020-02-28,3002,CATAMARCA Nº 1,Catamarca,Protocolo 21,2020,05,SEDAN 5 PUERTAS,112,RENAULT,A83,KWID ZEN 1.0,1,Privado,Física,S.F.V. DE CATAMARCA,CATAMARCA,Femenino,1989,ARGENTINA,100,10,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2019-08-29,3002,CATAMARCA Nº 1,Catamarca,Nacional,2019,12,SEDAN 4 PUERTAS,37,RENAULT,2W,NUEVO LOGAN AUTHENTIQUE PLUS 1.6,1,Privado,Física,SFV DE CATAMARCA,CATAMARCA,Masculino,1993,ARGENTINA,100,10,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2017-07-07,4006,CORDOBA Nº 02,Córdoba,Nacional,2017,12,SEDAN 4 PUERTAS,37,RENAULT,2V,NUEVO LOGAN AUTHENTIQUE 1.6,2,Público,Física,CORDOBA,CORDOBA,Masculino,1960,ARGENTINA,100,14,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2018-04-16,4007,CORDOBA Nº 03,Córdoba,Protocolo 21,2018,82,PICK-UP CABINA DOBLE,044,FIAT,787,STRADA WORKING 1.4 8V,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1985,ARGENTINA,100,14,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2023-05-11,4008,CORDOBA Nº 04,Córdoba,Nacional,2023,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1957,ARGENTINA,100,14,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2010-09-23,4009,CORRAL DE BUSTOS,Córdoba,Protocolo 21,2010,91,CHASIS C/ CABINA DOR,092,MERCEDES BENZ,844,L-1624,1,Privado,Jurídica,CORRAL DE BUSTOS,CORDOBA,No aplica,2012,No aplica,100,14,
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2014-05-30,4010,COSQUIN Nº 1,Córdoba,Importado,2014,05,SEDAN 5 PUERTAS,047,FORD,A39,FIESTA 1.6L SE PLUS POWERSHIFT,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1979,ARGENTINA,100,14,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,2018-04-03,4010,COSQUIN Nº 1,Córdoba,Protocolo 21,2018,05,SEDAN 5 PUERTAS,104,PEUGEOT,772,2008 FELINE 1.6,1,Privado,Física,SANTA MARIA  DE PUNILLA,CORDOBA,Masculino,1966,ARGENTINA,100,14,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-14,1971-07-08,4016,JESUS MARIA Nº 1,Córdoba,Nacional,1971,12,SEDAN 4 PTAS,19,FORD,04,FALCON VERSION FUTURA,1,Privado,Física,JESUS MARIA,CORDOBA,Masculino,1993,ARGENTINA,100,14,200
